================================================================================
DESGLOSE DE JRV Y CARGA ELECTORAL POR DEPARTAMENTO
Elecciones Generales 2025 - Honduras
================================================================================


--------------------------------------------------------------------------------
DEPARTAMENTO: ATLANTIDA (Código: 1)
--------------------------------------------------------------------------------
Total de JRV: 939
Total de Casillas Legislativas (Diputados): 8
Carga Electoral Total: 296,287

JRV por Municipio y Centro de Votación:

  Municipio: LA CEIBA (Código: 1)
    Centro de Votación: CEB CLAUDIO BARRERA
      JRV   183 | Carga Electoral:   346 | Área: URBANA | Sector: COL. SAN JUDAS TADEO
      JRV  5239 | Carga Electoral:   347 | Área: URBANA | Sector: COL. BELLA VISTA
      JRV  5240 | Carga Electoral:   347 | Área: URBANA | Sector: COL. BELLA VISTA
      JRV  5241 | Carga Electoral:   347 | Área: URBANA | Sector: COL. BELLA VISTA
      JRV  5242 | Carga Electoral:   347 | Área: URBANA | Sector: COL. BELLA VISTA
      JRV  5243 | Carga Electoral:   347 | Área: URBANA | Sector: COL. BELLA VISTA
      JRV  5244 | Carga Electoral:   347 | Área: URBANA | Sector: COL. BELLA VISTA
      JRV  5245 | Carga Electoral:   347 | Área: URBANA | Sector: COL. BELLA VISTA
      JRV  5246 | Carga Electoral:   347 | Área: URBANA | Sector: COL. BELLA VISTA
      JRV  5247 | Carga Electoral:   346 | Área: URBANA | Sector: COL. BELLA VISTA
      JRV  5248 | Carga Electoral:   346 | Área: URBANA | Sector: COL. BELLA VISTA

    Centro de Votación: CEB. LEOPOLDO AGUILAR OSEGUERA
      JRV  5491 | Carga Electoral:   321 | Área: RURAL | Sector: LA GALVEZ
      JRV  5492 | Carga Electoral:   321 | Área: RURAL | Sector: LA GALVEZ

    Centro de Votación: CEB. MANUEL BONILLA
      JRV  5587 | Carga Electoral:   261 | Área: RURAL | Sector: SANTA MARTHA
      JRV  5588 | Carga Electoral:   261 | Área: RURAL | Sector: SANTA MARTHA
      JRV  5589 | Carga Electoral:   260 | Área: RURAL | Sector: SANTA MARTHA

    Centro de Votación: CEB. MARCIA CAROLINA GALE
      JRV  5406 | Carga Electoral:   331 | Área: URBANA | Sector: COL. ARMANDO GALE
      JRV  5407 | Carga Electoral:   331 | Área: URBANA | Sector: COL. ARMANDO GALE
      JRV  5408 | Carga Electoral:   331 | Área: URBANA | Sector: COL. ARMANDO GALE
      JRV  5409 | Carga Electoral:   331 | Área: URBANA | Sector: COL. ARMANDO GALE
      JRV  5410 | Carga Electoral:   331 | Área: URBANA | Sector: COL. ARMANDO GALE
      JRV  5411 | Carga Electoral:   330 | Área: URBANA | Sector: COL. ARMANDO GALE
      JRV  5412 | Carga Electoral:   330 | Área: URBANA | Sector: COL. ARMANDO GALE

    Centro de Votación: CEB. MARIA ANTONIETA CRIVELLI DURANT
      JRV  5464 | Carga Electoral:   367 | Área: URBANA | Sector: RES. LOS CASTAÑOS
      JRV  5465 | Carga Electoral:   367 | Área: URBANA | Sector: RES. LOS CASTAÑOS
      JRV  5466 | Carga Electoral:   366 | Área: URBANA | Sector: RES. LOS CASTAÑOS

    Centro de Votación: CEB. NUEVO AMANECER
      JRV  5458 | Carga Electoral:   366 | Área: URBANA | Sector: COL. GARCIA
      JRV  5459 | Carga Electoral:   365 | Área: URBANA | Sector: COL. GARCIA
      JRV  5460 | Carga Electoral:   365 | Área: URBANA | Sector: COL. GARCIA

    Centro de Votación: CEB. PATRIA
      JRV  5597 | Carga Electoral:   317 | Área: RURAL | Sector: SAN ANTONIO
      JRV  5598 | Carga Electoral:   316 | Área: RURAL | Sector: SAN ANTONIO

    Centro de Votación: CEB. RAFAEL PINEDA PONCE
      JRV  5441 | Carga Electoral:   359 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5442 | Carga Electoral:   359 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5443 | Carga Electoral:   359 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5444 | Carga Electoral:   359 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5445 | Carga Electoral:   359 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5446 | Carga Electoral:   359 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5447 | Carga Electoral:   359 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5448 | Carga Electoral:   359 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5449 | Carga Electoral:   359 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5450 | Carga Electoral:   359 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5451 | Carga Electoral:   359 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5452 | Carga Electoral:   359 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5453 | Carga Electoral:   359 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5454 | Carga Electoral:   358 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5455 | Carga Electoral:   358 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5456 | Carga Electoral:   358 | Área: URBANA | Sector: COL. CERRO VERDE
      JRV  5457 | Carga Electoral:   358 | Área: URBANA | Sector: COL. CERRO VERDE

    Centro de Votación: CEB. RAMON MONTOYA
      JRV  5475 | Carga Electoral:   354 | Área: RURAL | Sector: EL HIGUERO
      JRV  5476 | Carga Electoral:   354 | Área: RURAL | Sector: EL HIGUERO
      JRV  5477 | Carga Electoral:   353 | Área: RURAL | Sector: EL HIGUERO

    Centro de Votación: CEB. RAMÓN AMAYA AMADOR
      JRV  5574 | Carga Electoral:   308 | Área: RURAL | Sector: SAN JOSE DE LOS LAURELES
      JRV  5575 | Carga Electoral:   308 | Área: RURAL | Sector: SAN JOSE DE LOS LAURELES
      JRV  5576 | Carga Electoral:   308 | Área: RURAL | Sector: SAN JOSE DE LOS LAURELES
      JRV  5577 | Carga Electoral:   308 | Área: RURAL | Sector: SAN JOSE DE LOS LAURELES
      JRV  5578 | Carga Electoral:   308 | Área: RURAL | Sector: SAN JOSE DE LOS LAURELES

    Centro de Votación: CEB. REPÚBLICA DE COSTA RICA
      JRV  5196 | Carga Electoral:   363 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5197 | Carga Electoral:   363 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5198 | Carga Electoral:   363 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5199 | Carga Electoral:   363 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5200 | Carga Electoral:   362 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5201 | Carga Electoral:   362 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5202 | Carga Electoral:   362 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5203 | Carga Electoral:   362 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5204 | Carga Electoral:   362 | Área: URBANA | Sector: BO. EL CENTRO
      JRV  5205 | Carga Electoral:   362 | Área: URBANA | Sector: BO. EL CENTRO

    Centro de Votación: CEB. REPÚBLICA DE JAPON
      JRV  5467 | Carga Electoral:   334 | Área: URBANA | Sector: COL. JAPON
      JRV  5468 | Carga Electoral:   333 | Área: URBANA | Sector: COL. JAPON
      JRV  5469 | Carga Electoral:   333 | Área: URBANA | Sector: COL. JAPON

    Centro de Votación: CEB. REPÚBLICA DE VENEZUELA
      JRV  5230 | Carga Electoral:   331 | Área: URBANA | Sector: COL. CANADA
      JRV  5231 | Carga Electoral:   331 | Área: URBANA | Sector: COL. CANADA
      JRV  5232 | Carga Electoral:   330 | Área: URBANA | Sector: COL. CANADA
      JRV  5233 | Carga Electoral:   330 | Área: URBANA | Sector: COL. CANADA

    Centro de Votación: CEB. ROBERTO SUAZO CÓRDOVA
      JRV  5223 | Carga Electoral:   365 | Área: URBANA | Sector: COL. LA MORA
      JRV  5224 | Carga Electoral:   365 | Área: URBANA | Sector: COL. LA MORA
      JRV  5225 | Carga Electoral:   365 | Área: URBANA | Sector: COL. LA MORA
      JRV  5226 | Carga Electoral:   365 | Área: URBANA | Sector: COL. LA MORA
      JRV  5227 | Carga Electoral:   365 | Área: URBANA | Sector: COL. LA MORA
      JRV  5228 | Carga Electoral:   365 | Área: URBANA | Sector: COL. LA MORA
      JRV  5229 | Carga Electoral:   364 | Área: URBANA | Sector: COL. LA MORA

    Centro de Votación: CEB. VIRGILIO RODRÍGUEZ
      JRV  5249 | Carga Electoral:   335 | Área: URBANA | Sector: COL. TRINCHERAS
      JRV  5250 | Carga Electoral:   335 | Área: URBANA | Sector: COL. TRINCHERAS
      JRV  5251 | Carga Electoral:   335 | Área: URBANA | Sector: COL. TRINCHERAS
      JRV  5252 | Carga Electoral:   335 | Área: URBANA | Sector: COL. TRINCHERAS
      JRV  5253 | Carga Electoral:   334 | Área: URBANA | Sector: COL. TRINCHERAS
      JRV  5254 | Carga Electoral:   334 | Área: URBANA | Sector: COL. TRINCHERAS
      JRV  5255 | Carga Electoral:   334 | Área: URBANA | Sector: COL. TRINCHERAS

    Centro de Votación: CENTRO DE ENSEÑANZA MILENIUM
      JRV  5425 | Carga Electoral:   348 | Área: URBANA | Sector: COL. RES. EUROPA
      JRV  5426 | Carga Electoral:   348 | Área: URBANA | Sector: COL. RES. EUROPA
      JRV  5427 | Carga Electoral:   347 | Área: URBANA | Sector: COL. RES. EUROPA
      JRV  5428 | Carga Electoral:   347 | Área: URBANA | Sector: COL. RES. EUROPA
      JRV  5429 | Carga Electoral:   347 | Área: URBANA | Sector: COL. RES. EUROPA
      JRV  5430 | Carga Electoral:   347 | Área: URBANA | Sector: COL. RES. EUROPA
      JRV  5431 | Carga Electoral:   347 | Área: URBANA | Sector: COL. RES. EUROPA

    Centro de Votación: ESC. 12 DE OCTUBRE
      JRV  5601 | Carga Electoral:   189 | Área: RURAL | Sector: COL. WALER BORDO
      JRV  5602 | Carga Electoral:   188 | Área: RURAL | Sector: COL. WALER BORDO

    Centro de Votación: ESC. 14 DE JULIO
      JRV  5514 | Carga Electoral:   258 | Área: RURAL | Sector: LA PROTECCION
      JRV  5515 | Carga Electoral:   257 | Área: RURAL | Sector: LA PROTECCION
      JRV  5516 | Carga Electoral:   257 | Área: RURAL | Sector: LA PROTECCION

    Centro de Votación: ESC. 18 DE NOVIEMBRE
      JRV  5591 | Carga Electoral:   268 | Área: RURAL | Sector: EL OCOTILLO OCCIDENTAL
      JRV  5592 | Carga Electoral:   268 | Área: RURAL | Sector: EL OCOTILLO OCCIDENTAL
      JRV  5593 | Carga Electoral:   268 | Área: RURAL | Sector: EL OCOTILLO OCCIDENTAL

    Centro de Votación: ESC. ABRAHAM BUESO PINEDA
      JRV  5160 | Carga Electoral:   353 | Área: URBANA | Sector: COL. CEDEN
      JRV  5161 | Carga Electoral:   353 | Área: URBANA | Sector: COL. CEDEN
      JRV  5162 | Carga Electoral:   353 | Área: URBANA | Sector: COL. CEDEN
      JRV  5163 | Carga Electoral:   353 | Área: URBANA | Sector: COL. CEDEN
      JRV  5164 | Carga Electoral:   353 | Área: URBANA | Sector: COL. CEDEN
      JRV  5165 | Carga Electoral:   353 | Área: URBANA | Sector: COL. CEDEN
      JRV  5166 | Carga Electoral:   353 | Área: URBANA | Sector: COL. CEDEN
      JRV  5167 | Carga Electoral:   353 | Área: URBANA | Sector: COL. CEDEN
      JRV  5168 | Carga Electoral:   353 | Área: URBANA | Sector: COL. CEDEN
      JRV  5169 | Carga Electoral:   353 | Área: URBANA | Sector: COL. CEDEN
      JRV  5170 | Carga Electoral:   353 | Área: URBANA | Sector: COL. CEDEN

    Centro de Votación: ESC. ADEPRIR
      JRV  5331 | Carga Electoral:   289 | Área: URBANA | Sector: COL. LAS COLINAS
      JRV  5332 | Carga Electoral:   289 | Área: URBANA | Sector: COL. LAS COLINAS
      JRV  5333 | Carga Electoral:   289 | Área: URBANA | Sector: COL. LAS COLINAS

    Centro de Votación: ESC. AQUILINO GARCIA B.
      JRV  5590 | Carga Electoral:   250 | Área: RURAL | Sector: LA VENTA

    Centro de Votación: ESC. ARMANDO GALE
      JRV  5354 | Carga Electoral:   356 | Área: URBANA | Sector: COL. UNIDAD
      JRV  5355 | Carga Electoral:   356 | Área: URBANA | Sector: COL. UNIDAD
      JRV  5356 | Carga Electoral:   356 | Área: URBANA | Sector: COL. UNIDAD
      JRV  5357 | Carga Electoral:   356 | Área: URBANA | Sector: COL. UNIDAD
      JRV  5358 | Carga Electoral:   356 | Área: URBANA | Sector: COL. UNIDAD
      JRV  5359 | Carga Electoral:   355 | Área: URBANA | Sector: COL. UNIDAD
      JRV  5360 | Carga Electoral:   355 | Área: URBANA | Sector: COL. UNIDAD
      JRV  5361 | Carga Electoral:   355 | Área: URBANA | Sector: COL. UNIDAD
      JRV  5362 | Carga Electoral:   355 | Área: URBANA | Sector: COL. UNIDAD
      JRV  5363 | Carga Electoral:   355 | Área: URBANA | Sector: COL. UNIDAD

    Centro de Votación: ESC. AUGUSTO C. COELLO
      JRV  5398 | Carga Electoral:   312 | Área: URBANA | Sector: COL. LAS PILAS
      JRV  5399 | Carga Electoral:   312 | Área: URBANA | Sector: COL. LAS PILAS
      JRV  5400 | Carga Electoral:   312 | Área: URBANA | Sector: COL. LAS PILAS

    Centro de Votación: ESC. CENTRO AMERICA
      JRV  5483 | Carga Electoral:   283 | Área: RURAL | Sector: LA BUESO
      JRV  5484 | Carga Electoral:   283 | Área: RURAL | Sector: LA BUESO
      JRV  5485 | Carga Electoral:   283 | Área: RURAL | Sector: LA BUESO
      JRV  5486 | Carga Electoral:   283 | Área: RURAL | Sector: LA BUESO

    Centro de Votación: ESC. DIONISIO DE HERRERA
      JRV  5487 | Carga Electoral:   283 | Área: RURAL | Sector: LA DAVIS
      JRV  5488 | Carga Electoral:   282 | Área: RURAL | Sector: LA DAVIS
      JRV  5489 | Carga Electoral:   282 | Área: RURAL | Sector: LA DAVIS
      JRV  5490 | Carga Electoral:   282 | Área: RURAL | Sector: LA DAVIS

    Centro de Votación: ESC. EL ESFUERZO
      JRV  5478 | Carga Electoral:   303 | Área: RURAL | Sector: EL RANCHO
      JRV  5479 | Carga Electoral:   303 | Área: RURAL | Sector: EL RANCHO
      JRV  5480 | Carga Electoral:   302 | Área: RURAL | Sector: EL RANCHO
      JRV  5481 | Carga Electoral:   302 | Área: RURAL | Sector: EL RANCHO

    Centro de Votación: ESC. EXITOS DEL ANACH No. 2
      JRV  5334 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5335 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5336 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5337 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5338 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5339 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5340 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5341 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5342 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5343 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5344 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5345 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5346 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5347 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5348 | Carga Electoral:   350 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5349 | Carga Electoral:   349 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5350 | Carga Electoral:   349 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5351 | Carga Electoral:   349 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5352 | Carga Electoral:   349 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2
      JRV  5353 | Carga Electoral:   349 | Área: URBANA | Sector: COL. EXITOS DE ANACH No. 2

    Centro de Votación: ESC. FRANCISCO MORAZAN
      JRV  5586 | Carga Electoral:   349 | Área: RURAL | Sector: LAS FLORES

    Centro de Votación: ESC. HECTOR PEREZ ESTRADA
      JRV  5388 | Carga Electoral:   344 | Área: URBANA | Sector: BO. EL CHAPARRO
      JRV  5389 | Carga Electoral:   344 | Área: URBANA | Sector: BO. EL CHAPARRO
      JRV  5390 | Carga Electoral:   343 | Área: URBANA | Sector: BO. EL CHAPARRO
      JRV  5391 | Carga Electoral:   343 | Área: URBANA | Sector: BO. EL CHAPARRO
      JRV  5392 | Carga Electoral:   343 | Área: URBANA | Sector: BO. EL CHAPARRO
      JRV  5393 | Carga Electoral:   343 | Área: URBANA | Sector: BO. EL CHAPARRO
      JRV  5394 | Carga Electoral:   343 | Área: URBANA | Sector: BO. EL CHAPARRO
      JRV  5395 | Carga Electoral:   343 | Área: URBANA | Sector: BO. EL CHAPARRO
      JRV  5396 | Carga Electoral:   343 | Área: URBANA | Sector: BO. EL CHAPARRO
      JRV  5397 | Carga Electoral:   343 | Área: URBANA | Sector: BO. EL CHAPARRO

    Centro de Votación: ESC. JOSE CECILIO DEL VALLE
      JRV  5179 | Carga Electoral:   323 | Área: URBANA | Sector: BO. PUEBLO NUEVO
      JRV  5180 | Carga Electoral:   323 | Área: URBANA | Sector: BO. PUEBLO NUEVO
      JRV  5181 | Carga Electoral:   322 | Área: URBANA | Sector: BO. PUEBLO NUEVO
      JRV  5182 | Carga Electoral:   322 | Área: URBANA | Sector: BO. PUEBLO NUEVO
      JRV  5183 | Carga Electoral:   322 | Área: URBANA | Sector: BO. PUEBLO NUEVO
      JRV  5184 | Carga Electoral:   322 | Área: URBANA | Sector: BO. PUEBLO NUEVO
      JRV  5524 | Carga Electoral:   338 | Área: RURAL | Sector: MONTERREY
      JRV  5525 | Carga Electoral:   338 | Área: RURAL | Sector: MONTERREY
      JRV  5526 | Carga Electoral:   338 | Área: RURAL | Sector: MONTERREY
      JRV  5527 | Carga Electoral:   338 | Área: RURAL | Sector: MONTERREY
      JRV  5528 | Carga Electoral:   338 | Área: RURAL | Sector: MONTERREY
      JRV  5529 | Carga Electoral:   337 | Área: RURAL | Sector: MONTERREY
      JRV  5530 | Carga Electoral:   337 | Área: RURAL | Sector: MONTERREY
      JRV  5531 | Carga Electoral:   337 | Área: RURAL | Sector: MONTERREY
      JRV  5532 | Carga Electoral:   337 | Área: RURAL | Sector: MONTERREY

    Centro de Votación: ESC. JOSE JESUS OCAMPO
      JRV  5267 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5268 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5269 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5270 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5271 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5272 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5273 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5274 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5275 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5276 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5277 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5278 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5279 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5280 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5281 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5282 | Carga Electoral:   357 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5283 | Carga Electoral:   357 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5284 | Carga Electoral:   357 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5285 | Carga Electoral:   357 | Área: URBANA | Sector: COL. LA VICTORIA
      JRV  5286 | Carga Electoral:   357 | Área: URBANA | Sector: COL. LA VICTORIA

    Centro de Votación: ESC. JUAN LINDO
      JRV  5521 | Carga Electoral:   321 | Área: RURAL | Sector: MONTAÑUELA
      JRV  5522 | Carga Electoral:   321 | Área: RURAL | Sector: MONTAÑUELA
      JRV  5523 | Carga Electoral:   320 | Área: RURAL | Sector: MONTAÑUELA

    Centro de Votación: ESC. JULIO CESAR YANEZ
      JRV  5256 | Carga Electoral:   343 | Área: URBANA | Sector: COL. SANTA FE
      JRV  5257 | Carga Electoral:   343 | Área: URBANA | Sector: COL. SANTA FE
      JRV  5258 | Carga Electoral:   343 | Área: URBANA | Sector: COL. SANTA FE
      JRV  5259 | Carga Electoral:   343 | Área: URBANA | Sector: COL. SANTA FE
      JRV  5260 | Carga Electoral:   343 | Área: URBANA | Sector: COL. SANTA FE
      JRV  5261 | Carga Electoral:   343 | Área: URBANA | Sector: COL. SANTA FE
      JRV  5262 | Carga Electoral:   343 | Área: URBANA | Sector: COL. SANTA FE
      JRV  5263 | Carga Electoral:   342 | Área: URBANA | Sector: COL. SANTA FE
      JRV  5264 | Carga Electoral:   342 | Área: URBANA | Sector: COL. SANTA FE
      JRV  5265 | Carga Electoral:   342 | Área: URBANA | Sector: COL. SANTA FE
      JRV  5266 | Carga Electoral:   342 | Área: URBANA | Sector: COL. SANTA FE

    Centro de Votación: ESC. LA LIBERTAD
      JRV  5367 | Carga Electoral:   359 | Área: URBANA | Sector: COL. LIBERTAD DE ANACH
      JRV  5368 | Carga Electoral:   359 | Área: URBANA | Sector: COL. LIBERTAD DE ANACH
      JRV  5369 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LIBERTAD DE ANACH
      JRV  5370 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LIBERTAD DE ANACH
      JRV  5371 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LIBERTAD DE ANACH
      JRV  5372 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LIBERTAD DE ANACH
      JRV  5373 | Carga Electoral:   358 | Área: URBANA | Sector: COL. LIBERTAD DE ANACH

    Centro de Votación: ESC. MANUEL BONILLA
      JRV  5594 | Carga Electoral:   261 | Área: RURAL | Sector: LA DANTA No. 1
      JRV  5595 | Carga Electoral:   261 | Área: RURAL | Sector: LA DANTA No. 1
      JRV  5596 | Carga Electoral:   260 | Área: RURAL | Sector: LA DANTA No. 1

    Centro de Votación: ESC. MANUEL PAGAN LOZANO
      JRV  5599 | Carga Electoral:   367 | Área: RURAL | Sector: EL CHORRERON
      JRV  5600 | Carga Electoral:   366 | Área: RURAL | Sector: EL CHORRERON

    Centro de Votación: ESC. MARCELINO PINEDA LOPEZ
      JRV  5189 | Carga Electoral:   358 | Área: URBANA | Sector: BO. LA PRIMAVERA
      JRV  5190 | Carga Electoral:   358 | Área: URBANA | Sector: BO. LA PRIMAVERA
      JRV  5191 | Carga Electoral:   358 | Área: URBANA | Sector: BO. LA PRIMAVERA
      JRV  5192 | Carga Electoral:   358 | Área: URBANA | Sector: BO. LA PRIMAVERA
      JRV  5193 | Carga Electoral:   358 | Área: URBANA | Sector: BO. LA PRIMAVERA
      JRV  5194 | Carga Electoral:   358 | Área: URBANA | Sector: BO. LA PRIMAVERA
      JRV  5195 | Carga Electoral:   358 | Área: URBANA | Sector: BO. LA PRIMAVERA

    Centro de Votación: ESC. MARCO AURELIO SOTO
      JRV  5470 | Carga Electoral:   334 | Área: RURAL | Sector: JARDINES DEL NORTE
      JRV  5471 | Carga Electoral:   334 | Área: RURAL | Sector: JARDINES DEL NORTE
      JRV  5472 | Carga Electoral:   334 | Área: RURAL | Sector: JARDINES DEL NORTE

    Centro de Votación: ESC. MARIA DURAN DE CARACCIOLI
      JRV  5374 | Carga Electoral:   344 | Área: URBANA | Sector: COL. SAN FRANCISCO
      JRV  5375 | Carga Electoral:   344 | Área: URBANA | Sector: COL. SAN FRANCISCO
      JRV  5376 | Carga Electoral:   344 | Área: URBANA | Sector: COL. SAN FRANCISCO
      JRV  5377 | Carga Electoral:   343 | Área: URBANA | Sector: COL. SAN FRANCISCO
      JRV  5378 | Carga Electoral:   343 | Área: URBANA | Sector: COL. SAN FRANCISCO
      JRV  5379 | Carga Electoral:   343 | Área: URBANA | Sector: COL. SAN FRANCISCO
      JRV  5380 | Carga Electoral:   343 | Área: URBANA | Sector: COL. SAN FRANCISCO
      JRV  5381 | Carga Electoral:   343 | Área: URBANA | Sector: COL. SAN FRANCISCO
      JRV  5382 | Carga Electoral:   343 | Área: URBANA | Sector: COL. SAN FRANCISCO

    Centro de Votación: ESC. MARY FLAKES DE FLORES
      JRV  5413 | Carga Electoral:   340 | Área: URBANA | Sector: COL. RES. SAN CARLOS
      JRV  5414 | Carga Electoral:   340 | Área: URBANA | Sector: COL. RES. SAN CARLOS
      JRV  5415 | Carga Electoral:   340 | Área: URBANA | Sector: COL. RES. SAN CARLOS
      JRV  5416 | Carga Electoral:   339 | Área: URBANA | Sector: COL. RES. SAN CARLOS
      JRV  5417 | Carga Electoral:   339 | Área: URBANA | Sector: COL. RES. SAN CARLOS
      JRV  5418 | Carga Electoral:   339 | Área: URBANA | Sector: COL. RES. SAN CARLOS
      JRV  5419 | Carga Electoral:   339 | Área: URBANA | Sector: COL. RES. SAN CARLOS
      JRV  5420 | Carga Electoral:   339 | Área: URBANA | Sector: COL. RES. SAN CARLOS
      JRV  5421 | Carga Electoral:   339 | Área: URBANA | Sector: COL. RES. SAN CARLOS
      JRV  5422 | Carga Electoral:   339 | Área: URBANA | Sector: COL. RES. SAN CARLOS
      JRV  5423 | Carga Electoral:   339 | Área: URBANA | Sector: COL. RES. SAN CARLOS
      JRV  5424 | Carga Electoral:   339 | Área: URBANA | Sector: COL. RES. SAN CARLOS

    Centro de Votación: ESC. PRESENTACION CENTENO
      JRV  5554 | Carga Electoral:   340 | Área: RURAL | Sector: RIO BIJAO
      JRV  5555 | Carga Electoral:   340 | Área: RURAL | Sector: RIO BIJAO
      JRV  5556 | Carga Electoral:   340 | Área: RURAL | Sector: RIO BIJAO
      JRV  5557 | Carga Electoral:   340 | Área: RURAL | Sector: RIO BIJAO
      JRV  5558 | Carga Electoral:   340 | Área: RURAL | Sector: RIO BIJAO
      JRV  5559 | Carga Electoral:   340 | Área: RURAL | Sector: RIO BIJAO
      JRV  5560 | Carga Electoral:   340 | Área: RURAL | Sector: RIO BIJAO
      JRV  5561 | Carga Electoral:   340 | Área: RURAL | Sector: RIO BIJAO
      JRV  5562 | Carga Electoral:   339 | Área: RURAL | Sector: RIO BIJAO
      JRV  5579 | Carga Electoral:   358 | Área: RURAL | Sector: TICAMAYA
      JRV  5580 | Carga Electoral:   357 | Área: RURAL | Sector: TICAMAYA
      JRV  5581 | Carga Electoral:   357 | Área: RURAL | Sector: TICAMAYA
      JRV  5582 | Carga Electoral:   357 | Área: RURAL | Sector: TICAMAYA

    Centro de Votación: ESC. RAMON ROSA
      JRV  5517 | Carga Electoral:   360 | Área: RURAL | Sector: LOS CARAOS
